title;last_response;responses;views;link;categorie;date;first_post
Datateknik, Datorteknik, Datavetenskap, Systemvetenskap, Informatik = skillnader;2012-08-15;8;892;https://www.flashback.org/t1938809;Utbildning och studier;2012-08-14;"försöker reda ut det här med olika utbildningar och examen inom IT för att få lite mer kunskaper om vilken examen man bör satsa på för dom som tänkte börja plugga. väldigt hårddraget, men är detta ungefär vad det handlar om? Vad innehåller mest programmering respektive minst, men ändå ingen elektroteknik (hårdvara)?

Examen: Datateknik/Computer Engineering
Utveckling av datorers program- och maskinvara. Masterinriktning tex hårdvara, mjukvara, datorsäkerhet, medicinsk datalogi, spelprogrammering.

Examen: Datorteknik/Computer Engineering/Computer Science and Engineering
Elektroteknik, datorarkitektur och maskinvarunära programmering

Examen: Datavetenskap/Computer Science
Överlappar datorteknik. Utforma och underhålla datasystem. Programmering, program- och systemutveckling. Nytta. Inslag av datateknik. Ingenjörsmatte, istället för logisk bevisföring. 
T ex mysql, css, html, c++, java, c#, python m.m (front och backend)

Examen: Systemvetenskap/Systems Science
Utomlands matematiskt och tvärvetenskapligt betingat. Sverige mer automatisk databehandling, administrativa system. Kopplat till informatik, utforma och underhålla datasystem. Programmering, program- och systemutveckling. Nytta. Vissa inslag av datateknik. Administrativa system snarare än teknisk databehandling. Ingenjörsvetenskaplig motsvarighet: systemteknik (elektroteknik)

Examen: Informatik
Lik Data- och Systemvetenskapen samt Datateknik. Informatik/Informatics = Datavetenskap/Computer Science utomlands. I Sverige saknar Informatik matematisk grund. 
T ex css, html, mysql, databasadministration, interaktion, användbarhet. Typ Datavetenskap/Datalogi light. Fler damer på dessa utbildningar.

Examen: Informationsteknologi/Information Technology
Lik datateknik/systemteknik fast även telekommunikation, användarens roll, interaktion"
Kandidatprogram i matematik vid SU, 2012.;2012-08-15;1;309;https://www.flashback.org/t1939036;Utbildning och studier;2012-08-14;"Tänkte kolla om någon annan sökt detta program till hösten, besitter nämligen ingen som helst kunskap angående inköp av begagnad kurslitteratur och desto mindre om eventuella nollningar? 

Finns det någon som är lika förvirrad som mig??"
Skillnad på systemvetenskap och datavetnskap?;2012-08-14;11;686;https://www.flashback.org/t1937936;Utbildning och studier;2012-08-13;Ja, som topic lyder. Någon som kan beskriva skillnaden på utbildningarna?
Söka senare del Datateknik 300 hp på KTH;2012-08-13;4;310;https://www.flashback.org/t1938294;Utbildning och studier;2012-08-13;"Hej! Jag kom inte in på Datateknik nu på höstterminen men vill lära fristående kurser på SU/UU för att kunna vara behörig att söka till senare del!

Nu undrar jag om någon annan har gjort detta och kan vägleda mig om vilka kurser jag ska läsa och så vidare.

Tack på förhand!"
Tenta av Matematik D utan att gå kursen?;2012-08-13;6;591;https://www.flashback.org/t1936557;Utbildning och studier;2012-08-11;"Hej jag undrar om det går att tenta av matematik D? D.v.s bara kanske betala en summa sen ska man vara på plats Y och skriva tenta. Stockholmsområdet.

Någon som vet?"
HI datateknik;2012-08-13;5;325;https://www.flashback.org/t1936683;Utbildning och studier;2012-08-11;"Tjabba, kort och gott kan man han någon chans att slå sig in i spelbranschen(spelutveckling) som programmerare , kodare, modellerare etc efter den här utbildningen? Valde kanske en lite väl bred datautbildning, känns som om man kanske borde specialiserat sig på just spelbranschen.

http://www.datateknik.hbg.lth.se/

Jag har ju bara tre intresschen å de e ju kvinnör bilar å pengar! jk
Nej men håller på med musik och datorer, mina intressen och vill kunna försörja mig på något av det, och för att ha någon säkerhet i det såattsäga så måste jag nog gå en utbildning också får musiken vara på fritiden. 

Hur pass mkt fritid har man? Föreläsningar, arbete per dag osv?"
Data-Systemvetenskapliga på SU?;2012-08-10;2;256;https://www.flashback.org/t1935981;Utbildning och studier;2012-08-10;"Hej!

Jag har kommit in på en utbildning genom personlig intervju men det är en KY utbildning, och jag har länge velat komma in på en akademiskt utbildning på universitet här i stockholm, nämligen data-systemvetenskapliga som jag tror kan vara en bra utbildning som kombinering till den utbildning jag nu ska läsa.

Det jag undrar över är hur det har förändrats. För några år sedan fanns där inga krav på Matematik utan det var bara grundläggande behörighetskrav som krävdes, detta var för några år sedan och min storebror sa till mig efter att ha tittat lite på statistiken, att det bör vara fritt fram att komma in då det inte fanns några direkta höga siffror på betyg som kräves.

När jag hade valde att söka såg jag att de ändrat kraven och krävde högre matematikkunskaper. 

Detta tog har jag nu fixat efter åren som gått men samtidigt jobbat vid sidan om.

Matematik har alltid varit ett problem för mig så det har tagit ett tag, men nu vet jag inte alls hur kraven ser ut. Det verkar ju onekligen som trycket ökat och fler ansökningar till högskolan/universitet ökat. 

Detta kanske innebär att detta program även ökat. Är det någon som vet hur det ser ut? Vad som krävs och så, om man söker på betyg eller HP poäng.

Sist jag testade att skriva HP hemma så fick jag 0.9, inte så vidare bra men ändå mer än vad jag trodde jag skulle få.

Så säg att jag skulle skriva 0.8-0.9, hur ser chansen ut då för detta program? Eller betyg, jag har inte så vidare bra betyg men ändå fullständigt. Mesta dels G men även en del VGn. 

Sedan en del A samt G från högskolekurser. 

Tacksam för svar!"
Komma ifrån programmeringen (datavetenskap);2012-08-10;2;597;https://www.flashback.org/t1935601;Utbildning och studier;2012-08-10;Innehar examen i datavetenskap men känner att jag vill komma ifrån programmeringen lite, men fortfarande syssla med IT. Vad skulle ni göra? Ta en master i systemteknik eller liknande? Jag är intresserad av det mesta inom drift, nätverk, administration, IT, osv osv. Har 1 år kvar av CSN. Har bara läst till Matte C på gymn högskoleingenjör eller liknande är nog kört
Matematik på universitet;2012-08-09;1;282;https://www.flashback.org/t1935314;Utbildning och studier;2012-08-09;"Tja. 
Ska börja plugga Högskoleingenjör - Teknisk Design i Luleå till hösten och gräver mig för matten. Läste Ma E i gymnasiet men är absolut inget mattesnille. Ska börja läsåret med att läsa Matematik I - Differentialkalkyl. Hur är matten på universitetet jämfört med gymnasiet? Kan jag klara mig igenom den om jag ger mig fan på det utan att man är nån naturbegåvning?"
datalogi, datavetenskap, systemvetenskap, skillnad?;2012-08-09;0;176;https://www.flashback.org/t1935177;Utbildning och studier;2012-08-09;vad är skillnaden på datalogi, datavetenskap, och systemvetenskap i form av eventuella, konkreta, framtida arbetsuppgifter?
civ. datateknik i lund;2012-08-08;12;710;https://www.flashback.org/t1925142;Utbildning och studier;2012-07-27;"Ansökte och kom in i år. Är det några andra flashbackare som skall gå där eller har någonting att säga om utbildningen? 

Är det okej att skolka?"
Vad bör jag läsa? IT-intresserad ej programmering;2012-08-08;8;645;https://www.flashback.org/t1933319;Utbildning och studier;2012-08-07;"Om man är intresserad av datorer i största allmänhet men inte gillar programmering (C++/Java m.m), och samtidigt vill få en bred utbildning som är attraktiv i Sverige och utomlands, vad bör man satsa på då? gillar it-relaterade arbetsuppgifter, kanske databasadmin, webbutveckling, nätverk och liknande kringämnen. 

Kandidatnivå."
Läsa upp matematik B;2012-08-07;46;4906;https://www.flashback.org/t1043282;Utbildning och studier;2009-11-01;Jag är i desperat behov av att läsa upp matematik B, helst under vårterminen som kommer. Göteborg stad har en utbildning på kvällstid men jag är inte folkbokförd i Göteborg och imorgon är sista ansökningsdagen och kontoret i min kommun är stängt imorgon så jag kommer inte kunna ansöka. Finns det några bra snabba kurser i Göteborgsområdet eller distanskurser som man kan läsa vid sidan av de vanliga studierna?
Antagningsstatistik;2012-08-06;4;313;https://www.flashback.org/t1932961;Utbildning och studier;2012-08-06;Är det ngn som sitter på en länk till antagningsstatistiken från idag? Både kurser och program!
Systemutvecklare eller Systemvetenskap ?;2012-08-06;1;261;https://www.flashback.org/t1932633;Utbildning och studier;2012-08-06;"Undrar vem som har godast chans till jobb ?

Är där stor skillnad på lönen ?

Har kommit in på Systemutvecklarprogrammet i örebro, men osäker om jag ska gå, måste flytta 50 mil för det. Känns lite segt"
Om datalogi;2012-08-06;89;10634;https://www.flashback.org/t1248023;Utbildning och studier;2010-07-21;"Hallå!

Jag har lite funderingar angående datalogiprogramet på Su, det är nämligen så att jag har kommit in där men är lite kritisk till utbildningen eftersom att jag knappt hittat någon vettig information om hur programmet är osv... Bara tanken på att jag hade en platsgaranti på programet får mig att fundera.
Den mest informativa sida jag kan hitta om programet är denna: 

http://www.nada.kth.se/student-info/svl-su/dak/ 

Nu till min fråga. Vad tror ni om programet/har ni några erfarenheter? Är det någon utbildning att ha eller måste man fortsätta med att läsa en master för att kunna konkurrera i arbetslivet senare? Varför är utbildningen på Nada, KTH ifall det är Su som står för programet?

Mvh"
Master i statistik?;2012-08-05;4;417;https://www.flashback.org/t1931379;Utbildning och studier;2012-08-04;"Hallå där!

Vad finns det egentligen för masterprogram inom Ekonomisk Statistik? Har kollat runt lite men ser många som kräver 45p matematisk statistik osv. Vilket jag inte tror jag har? Blir 90p statistik då med A B och C kurserna. (NEK A B C = resterande 90p)

Hur vet jag om jag har läst någon matstat? Förmodligen så har jag ju inte det och undrar isåfall vilka masterprogram som faktiskt finns kvar att välja mellan!

tack på förhand!"
Kandidatprogram i kultur-och samhällsanalys UU - Score eller Fake?;2012-08-03;21;1666;https://www.flashback.org/t1502116;Utbildning och studier;2011-03-30;"Innan jag börjar vill jag berätta att det här är min första tråd på flashback och även min första kommentar.
Hej,jag är en kille på 18 år och ska nu söka till Högskola/Universitet.
Mina betyg är inte dem bästa (snittet ligger runt 17  ) och där jag ska skriva högskoleprovet på lördag.
Jag går på det samhällsvetenskapliga programmet och har inte läst MaC vilket begränsar mina val.

Har varit inne på alla tänkbara hemsidor för att hitta ""rätt"" utbildning för mig och kom fram till kultur-och samhällsanalys i Uppsala .
Har kollat igenom den noga och den är som skapad för mig: politik,samhällsfrågor,internationell,bred och ska tydligen väga tungt på arbetsmarknaden.
Jag har genom mitt surfande bara fått höra bra saker om denna utbildning och besökte även SYO:n för att höra hennes åsikt.
Hon rekommenderade mig att söka till den,men jag är ändå lite skeptisk.

Kan någon (som gått på utbildningen,känner folk som gått osv) berätta lite om utbildningen."
Antagningsstatistik Urval 1 HT 2012 Indek. ?;2012-08-01;7;516;https://www.flashback.org/t1929190;Utbildning och studier;2012-08-01;"För någon vecka sen snubblade jag över någonting som jag uppfattade som en läckt tabell över antagningsstatistiken vid urval 1 HT -12. Jag kunde dock inte ladda ner dokumentet/visa filen då jag satt på jobbet. Såklart kan jag nu inte hitta tillbaka till inlägget som innehöll länken.

Kanske var det så att jag missuppfattade det hela, men om det verkligen finns liknande information skulle jag vara mycket tacksam om någon kunde posta en länk dit. Har sökt runt på google och flashback halvhjärtat men utan reslutat. 

Programmen jag är intresserad av är indek vid universitet så som LiTH, Chalmers, KTH, Lund etc. där HP är mest intressant.  

MVH"
Utbildning till riskanalytiker?;2012-07-29;11;3947;https://www.flashback.org/t1154587;Utbildning och studier;2010-03-24;"Har läst runt lite men inte riktigt klurat ut vilken utbildning man ska satsa på ifall man vill jobba som riskanalytiker. Jag antar att det beror lite på inom vilket område också. Verkar som att det finns ett gäng program som är intressanta, men vad är bäst? Någon som jobbar som riskanalytiker som kan dela med sig av sin utbildning?

Kikar lite på:
Civilekonom
Industriell ekonomi
matematik/statistik"
webbutvecklare - som systemvetare?;2012-07-27;2;285;https://www.flashback.org/t1925146;Utbildning och studier;2012-07-27;"kan man som systemvetare jobba med annat än utveckling som konsult, ex saker som att sköta hemsidan på ett företag eller administrera datornätverk för ett företag?
har kommit in på s.vetare men får ingen clue genom kursbeskr...

vill väl helst komma bort lite från ett yrke som har största del programmering och jobba med lite andra bitar.."
Matematik D, på distans?;2012-07-27;2;301;https://www.flashback.org/t1925087;Utbildning och studier;2012-07-26;"Hej, jag vill läsa matematik D. Kom inte in på några av mina kurser pga jag inte har det.
Jag bor utomlands och måste läsa på distans. Går eventuellt med ett uppmöte för sista provet.
Finns detta någonstans?
Har letat lite på komvux, men det verkar bara vara privata skolar, och det kostar väl massa pengar? Gör det gärna gratis jag. Såg visst att den också kan heta matematik 4 nu för tiden."
